2019-06-03,-0.6913
2019-06-04,-0.8933
2019-06-05,-0.9578
2019-06-06,-0.9562
2019-06-07,-0.4425
2019-06-08,-0.3396
2019-06-09,-0.4287
2019-06-10,-0.8178
2019-06-11,-0.2352
2019-06-12,-0.6019
2019-06-13,-0.4936
2019-06-14,-0.8284
2019-06-15,-0.1488
2019-06-16,-0.3087
2019-06-17,-0.7844
2019-06-18,-0.6613
2019-06-19,-0.9879
2019-06-20,-0.2592
2019-06-21,-0.3513
2019-06-22,-0.1813
2019-06-23,-0.2664
2019-06-24,-0.3173
2019-06-25,-0.6496
2019-06-26,-0.5335
2019-06-27,-0.6214
2019-06-28,-0.6369
2019-06-29,0.1067
2019-06-30,-0.1657
2019-07-01,-0.4816
2019-07-02,-0.506
2019-07-03,-0.7142
2019-07-04,-0.6548
2019-07-05,-0.5453
2019-07-06,-0.3197
2019-07-07,-0.3536
2019-07-08,-0.9689
2019-07-09,-0.8631
2019-07-10,-0.855
2019-07-11,-0.8916
2019-07-12,-0.7584
2019-07-13,-0.2705
2019-07-14,-0.0865
2019-07-15,-0.7257
2019-07-16,-0.6282
2019-07-17,-0.7198
2019-07-18,-0.8913
2019-07-19,-0.5876
2019-07-20,-0.2877
2019-07-21,-0.3025
2019-07-22,-0.8542
2019-07-23,-0.6191
2019-07-24,-0.6455
2019-07-25,-0.5309
2019-07-26,-0.4405
2019-07-27,-0.0671
2019-07-28,-0.1625
2019-07-29,-0.6092
2019-07-30,-0.5646
2019-07-31,-0.6988
2019-08-01,-0.6645
2019-08-02,-0.7385
2019-08-03,-0.558
2019-08-04,-0.3659
2019-08-05,-0.8438
2019-08-06,-0.6404
2019-08-07,-0.8277
2019-08-08,-0.6558
2019-08-09,-0.9648
2019-08-10,-0.422
2019-08-11,-0.3978
2019-08-12,-0.681
2019-08-13,-0.6274
2019-08-14,-0.9733
2019-08-15,-0.3463
2019-08-16,-0.4636
2019-08-17,-0.0993
2019-08-18,0.0973
2019-08-19,-0.2175
2019-08-20,-0.4841
2019-08-21,-0.5605
2019-08-22,-0.4993
2019-08-23,-0.3197
2019-08-24,-0.2993
2019-08-25,-0.1895
2019-08-26,-0.2944
2019-08-27,-0.4811
2019-08-28,-0.4241
2019-08-29,-0.3953
2019-08-30,-0.6943
2019-08-31,-0.35
2019-09-01,-0.0842
2019-09-02,-0.2639
2019-09-03,-0.2901
2019-09-04,-0.2193
2019-09-05,-0.3063
2019-09-06,-0.2531
2019-09-07,0.0961
2019-09-08,-0.0782
2019-09-09,-0.3625
2019-09-10,-0.2505
2019-09-11,-0.3807
2019-09-12,-0.2873
2019-09-13,0.2231
2019-09-14,-0.1603
2019-09-15,0.0756
2019-09-16,-0.5309
2019-09-17,-0.5809
2019-09-18,-0.6106
2019-09-19,-0.4571
2019-09-20,-0.3085
2019-09-21,-0.164
2019-09-22,0.0336
2019-09-23,-0.5734
2019-09-24,-0.3811
2019-09-25,-0.6647
2019-09-26,-0.6632
2019-09-27,-0.4451
2019-09-28,-0.1622
2019-09-29,-0.232
2019-09-30,-0.3015
2019-10-01,0.173
2019-10-02,-0.5326
2019-10-03,-0.4508
2019-10-04,-0.1074
2019-10-05,-0.3133
2019-10-06,-0.4529
2019-10-07,-0.3267
2019-10-08,-0.5441
2019-10-09,-0.3599
2019-10-10,-0.3549
2019-10-11,-0.3294
2019-10-12,0.0676
2019-10-13,0.2241
2019-10-14,-0.2763
2019-10-15,-0.443
2019-10-16,-0.5699
2019-10-17,-0.6613
2019-10-18,-0.7654
2019-10-19,-0.2352
2019-10-20,-0.1335
2019-10-21,-0.54
2019-10-22,-0.5266
2019-10-23,-0.6602
2019-10-24,-0.7378
2019-10-25,-0.4029
2019-10-26,0.275
2019-10-27,0.3553
2019-10-28,0.0147
2019-10-29,-0.6772
2019-10-30,-0.6255
2019-10-31,-0.7377
2019-11-01,-0.2652
2019-11-02,-0.0336
2019-11-03,0.0214
2019-11-04,-0.3467
2019-11-05,-0.25
2019-11-06,-0.5986
2019-11-07,-0.4827
2019-11-08,-0.7282
2019-11-09,-0.1063
2019-11-10,-0.08
2019-11-11,-0.7446
2019-11-12,-0.5983
